symbol,n_snapshots,r2_direct,r2_+statistical,r2_total,marginal_statistical,marginal_derived,derived_share
SAH,74,0.2273,0.2575,0.3205,0.0301,0.0630,0.1966
CRNC,40,0.2273,0.2642,0.3327,0.0369,0.0685,0.2058
MUC,74,0.2273,0.2340,0.2656,0.0067,0.0316,0.1190
PFIS,74,0.2271,0.2528,0.2869,0.0256,0.0341,0.1189
SMBK,74,0.2271,0.2541,0.2929,0.0270,0.0387,0.1323
UZF,20,0.2271,0.2312,0.2605,0.0041,0.0293,0.1126
BOC,67,0.2270,0.2421,0.2884,0.0151,0.0463,0.1605
CHWY,43,0.2268,0.3211,0.3696,0.0943,0.0485,0.1312
SGHT,18,0.2268,0.2431,0.3050,0.0164,0.0619,0.2028
VCEL,74,0.2267,0.2476,0.3345,0.0209,0.0869,0.2597
ROAD,56,0.2267,0.2548,0.3055,0.0281,0.0507,0.1660
OHI,74,0.2266,0.2535,0.3999,0.0268,0.1464,0.3662
DOCS,19,0.2265,0.2831,0.3669,0.0566,0.0839,0.2286
SKT,74,0.2264,0.2717,0.3769,0.0453,0.1052,0.2791
COTY,74,0.2263,0.2538,0.3394,0.0275,0.0856,0.2521
DEA,74,0.2262,0.2552,0.4108,0.0290,0.1556,0.3787
RWT,74,0.2262,0.2405,0.3298,0.0144,0.0893,0.2707
TXNM,74,0.2261,0.2432,0.4131,0.0171,0.1700,0.4114
IIIN,74,0.2260,0.2592,0.3190,0.0332,0.0598,0.1875
VELO,24,0.2259,0.2531,0.3171,0.0272,0.0640,0.2019
M,74,0.2258,0.2693,0.3530,0.0435,0.0837,0.2371
CCOI,74,0.2258,0.2347,0.2845,0.0090,0.0497,0.1749
VMO,74,0.2257,0.2374,0.2817,0.0117,0.0443,0.1572
ZM,45,0.2257,0.3600,0.4214,0.1344,0.0614,0.1457
ENR,74,0.2257,0.2479,0.3060,0.0223,0.0581,0.1898
RKLB,26,0.2255,0.2626,0.3463,0.0370,0.0838,0.2418
ULH,74,0.2255,0.2520,0.2877,0.0265,0.0357,0.1241
STEL,62,0.2254,0.2959,0.3473,0.0705,0.0514,0.1480
D,74,0.2253,0.2802,0.5944,0.0549,0.3142,0.5286
PLMR,45,0.2251,0.2468,0.2700,0.0217,0.0233,0.0861
AUR,20,0.2250,0.2687,0.3488,0.0437,0.0801,0.2298
SSTK,74,0.2249,0.2543,0.3040,0.0294,0.0497,0.1636
PSKY,74,0.2247,0.2511,0.3042,0.0264,0.0530,0.1744
CAH,74,0.2246,0.2711,0.3405,0.0465,0.0695,0.2040
RXT,29,0.2245,0.2340,0.2842,0.0096,0.0501,0.1764
DKS,74,0.2241,0.2418,0.3076,0.0177,0.0658,0.2139
SIBN,51,0.2241,0.2472,0.3052,0.0231,0.0580,0.1901
NOC,74,0.2240,0.2653,0.5140,0.0414,0.2487,0.4838
LIND,74,0.2240,0.2502,0.3166,0.0263,0.0663,0.2095
MUJ,74,0.2238,0.2338,0.2725,0.0099,0.0388,0.1422
AMR,23,0.2238,0.2454,0.3210,0.0216,0.0756,0.2354
CARE,74,0.2237,0.2677,0.3092,0.0439,0.0416,0.1344
SCVL,74,0.2237,0.2458,0.3072,0.0221,0.0614,0.1999
WING,74,0.2235,0.2538,0.2916,0.0303,0.0379,0.1299
FE,74,0.2233,0.2540,0.4709,0.0307,0.2168,0.4605
BBWI,74,0.2233,0.2430,0.3053,0.0197,0.0623,0.2039
KSS,74,0.2233,0.2629,0.3421,0.0396,0.0792,0.2316
GDRX,28,0.2232,0.2520,0.2973,0.0288,0.0453,0.1523
CLNE,74,0.2231,0.2454,0.3201,0.0223,0.0746,0.2332
TWO,74,0.2230,0.2417,0.2879,0.0187,0.0463,0.1608
TITN,74,0.2229,0.2608,0.3259,0.0379,0.0650,0.1996
RRBI,44,0.2228,0.2624,0.3003,0.0395,0.0380,0.1265
FRPT,74,0.2228,0.2592,0.3138,0.0365,0.0545,0.1738
HRZN,74,0.2224,0.2286,0.2706,0.0062,0.0420,0.1552
BE,54,0.2224,0.2705,0.3549,0.0481,0.0844,0.2379
VCV,74,0.2224,0.2340,0.2710,0.0117,0.0370,0.1366
DDD,74,0.2222,0.2550,0.3189,0.0328,0.0639,0.2005
RELY,16,0.2220,0.2589,0.3409,0.0369,0.0820,0.2406
CALX,74,0.2218,0.2417,0.2951,0.0199,0.0534,0.1808
VGM,74,0.2216,0.2308,0.2615,0.0092,0.0307,0.1173
EQBK,74,0.2215,0.2812,0.3571,0.0597,0.0759,0.2126
MFA,74,0.2213,0.2428,0.2969,0.0216,0.0541,0.1822
CWH,74,0.2211,0.2386,0.3047,0.0175,0.0661,0.2171
SSYS,74,0.2210,0.2625,0.3550,0.0415,0.0925,0.2606
EFT,74,0.2209,0.2293,0.2606,0.0084,0.0313,0.1203
XIFR,74,0.2206,0.2585,0.3571,0.0379,0.0986,0.2761
FUN,74,0.2203,0.2441,0.2909,0.0238,0.0469,0.1611
SONO,53,0.2203,0.2558,0.3208,0.0356,0.0649,0.2024
WMT,74,0.2202,0.2328,0.3894,0.0126,0.1566,0.4021
YORW,74,0.2202,0.2449,0.3507,0.0247,0.1058,0.3017
ED,74,0.2202,0.2833,0.6740,0.0631,0.3907,0.5797
BHFAO,32,0.2201,0.2263,0.2701,0.0062,0.0438,0.1620
RDNT,74,0.2200,0.2370,0.2959,0.0170,0.0589,0.1990
XNCR,74,0.2199,0.2459,0.4007,0.0260,0.1548,0.3862
PSMT,74,0.2198,0.2469,0.2948,0.0272,0.0479,0.1625
UZE,25,0.2196,0.2236,0.2546,0.0039,0.0310,0.1218
AZO,74,0.2196,0.2432,0.3001,0.0236,0.0569,0.1896
RTO,74,0.2195,0.2294,0.2655,0.0099,0.0361,0.1359
AXON,74,0.2194,0.2521,0.3218,0.0327,0.0697,0.2165
CERT,25,0.2191,0.2605,0.3413,0.0414,0.0808,0.2368
STAA,74,0.2189,0.2620,0.3257,0.0431,0.0638,0.1958
MRK,74,0.2185,0.2636,0.4252,0.0451,0.1616,0.3800
HTO,74,0.2185,0.2501,0.3619,0.0316,0.1118,0.3090
CGBD,67,0.2184,0.2310,0.2883,0.0126,0.0573,0.1988
KIDS,63,0.2182,0.2342,0.2891,0.0161,0.0549,0.1899
RLGT,74,0.2181,0.2348,0.2827,0.0167,0.0479,0.1693
GDYN,51,0.2180,0.2291,0.2791,0.0111,0.0500,0.1792
PRG,74,0.2180,0.2328,0.2848,0.0148,0.0520,0.1826
IESC,74,0.2179,0.2395,0.2791,0.0216,0.0396,0.1419
FRPH,74,0.2178,0.2381,0.2797,0.0204,0.0416,0.1486
CMSA,58,0.2177,0.2237,0.2558,0.0059,0.0322,0.1258
FG,2,0.2172,0.2762,0.4009,0.0590,0.1247,0.3110
FDUS,74,0.2172,0.2357,0.2720,0.0185,0.0363,0.1333
SWIM,21,0.2171,0.2364,0.2946,0.0193,0.0582,0.1976
USPH,74,0.2171,0.2413,0.3013,0.0242,0.0600,0.1991
DXCM,74,0.2167,0.2591,0.3089,0.0423,0.0498,0.1614
ARHS,14,0.2166,0.2296,0.2860,0.0130,0.0565,0.1973
AORT,74,0.2166,0.2264,0.2768,0.0098,0.0504,0.1822
FRA,74,0.2164,0.2234,0.2709,0.0071,0.0474,0.1751
OGN,20,0.2163,0.2392,0.2971,0.0229,0.0579,0.1948
SMCI,74,0.2163,0.2260,0.2844,0.0097,0.0584,0.2053
LGND,74,0.2161,0.2405,0.3640,0.0244,0.1234,0.3392
ETD,74,0.2161,0.2449,0.3081,0.0288,0.0632,0.2050
MATV,74,0.2160,0.2647,0.3137,0.0487,0.0491,0.1564
CPK,74,0.2159,0.2575,0.4071,0.0416,0.1496,0.3675
MYI,74,0.2159,0.2268,0.2712,0.0109,0.0444,0.1637
HUM,74,0.2156,0.2399,0.3566,0.0243,0.1167,0.3273
DMLP,74,0.2155,0.2328,0.2751,0.0173,0.0422,0.1535
HE,74,0.2155,0.2927,0.5073,0.0772,0.2146,0.4229
AGNCO,40,0.2154,0.2252,0.2737,0.0099,0.0485,0.1771
KNTK,50,0.2153,0.2494,0.2965,0.0341,0.0472,0.1590
DBI,74,0.2152,0.2455,0.3277,0.0303,0.0822,0.2508
GILD,74,0.2151,0.2373,0.4341,0.0222,0.1968,0.4534
MCS,74,0.2149,0.2526,0.3426,0.0377,0.0900,0.2626
MGNI,74,0.2147,0.2545,0.3245,0.0398,0.0700,0.2157
SKYT,21,0.2147,0.2423,0.3289,0.0276,0.0866,0.2633
FSLY,44,0.2144,0.2994,0.3800,0.0851,0.0806,0.2120
CNR,62,0.2140,0.2358,0.3012,0.0218,0.0653,0.2169
CTRN,74,0.2140,0.2335,0.2841,0.0195,0.0506,0.1780
MCY,74,0.2137,0.2622,0.2971,0.0484,0.0349,0.1175
DNLI,61,0.2135,0.2403,0.3855,0.0268,0.1451,0.3765
UZD,29,0.2131,0.2191,0.2538,0.0060,0.0347,0.1367
SBH,74,0.2131,0.2469,0.3036,0.0338,0.0566,0.1866
FTDR,52,0.2129,0.2271,0.2819,0.0142,0.0549,0.1945
ARWR,74,0.2129,0.2410,0.3777,0.0281,0.1367,0.3619
AGIO,74,0.2124,0.2267,0.4084,0.0143,0.1818,0.4450
NTRA,74,0.2121,0.2551,0.3334,0.0430,0.0783,0.2349
ITIC,74,0.2121,0.2286,0.2670,0.0165,0.0383,0.1436
ACNB,74,0.2120,0.2469,0.2847,0.0348,0.0379,0.1330
PBT,74,0.2118,0.2271,0.2702,0.0152,0.0431,0.1595
MBC,2,0.2117,0.2726,0.3824,0.0608,0.1098,0.2871
POWL,74,0.2117,0.2409,0.2997,0.0292,0.0589,0.1964
MKC,74,0.2113,0.2439,0.4310,0.0326,0.1870,0.4340
ABSI,18,0.2111,0.2347,0.3410,0.0236,0.1063,0.3116
FROG,28,0.2111,0.2914,0.3835,0.0804,0.0921,0.2401
VTRS,74,0.2110,0.2401,0.3107,0.0291,0.0706,0.2273
AQNB,44,0.2109,0.2232,0.2669,0.0124,0.0437,0.1636
ROKU,64,0.2106,0.2825,0.3588,0.0719,0.0762,0.2125
HSY,74,0.2105,0.2616,0.4661,0.0512,0.2044,0.4387
NEWT,74,0.2099,0.2215,0.2672,0.0116,0.0457,0.1711
HNST,20,0.2097,0.2322,0.3135,0.0225,0.0814,0.2595
MSEX,74,0.2094,0.2288,0.3384,0.0194,0.1095,0.3237
HAE,74,0.2092,0.2249,0.2725,0.0157,0.0476,0.1747
INTA,19,0.2091,0.2324,0.3126,0.0233,0.0802,0.2566
DLY,35,0.2090,0.2168,0.2632,0.0078,0.0464,0.1762
DC,9,0.2087,0.2123,0.2604,0.0036,0.0481,0.1847
WSBF,74,0.2086,0.2661,0.3296,0.0575,0.0636,0.1929
IQI,74,0.2086,0.2184,0.2543,0.0099,0.0358,0.1410
FBIZ,74,0.2084,0.2546,0.3037,0.0462,0.0492,0.1618
UPWK,51,0.2084,0.2728,0.3477,0.0645,0.0749,0.2154
WNEB,74,0.2083,0.2606,0.3006,0.0523,0.0400,0.1330
MPB,74,0.2083,0.2363,0.2803,0.0280,0.0440,0.1570
VGZ,74,0.2083,0.2138,0.2517,0.0055,0.0379,0.1507
IONS,74,0.2082,0.2228,0.3928,0.0146,0.1700,0.4328
MOV,74,0.2081,0.2425,0.2897,0.0344,0.0472,0.1629
IPI,74,0.2080,0.2398,0.3109,0.0318,0.0712,0.2289
TDOC,74,0.2079,0.2973,0.3775,0.0894,0.0803,0.2126
UPBD,74,0.2079,0.2336,0.2842,0.0257,0.0506,0.1781
PLAY,74,0.2079,0.2377,0.3271,0.0299,0.0893,0.2731
BMY,74,0.2075,0.2363,0.3633,0.0288,0.1270,0.3496
TMDX,44,0.2074,0.2348,0.3011,0.0274,0.0663,0.2203
GNW,74,0.2074,0.2316,0.2741,0.0242,0.0425,0.1550
MIY,74,0.2074,0.2185,0.2578,0.0111,0.0393,0.1524
NWN,74,0.2072,0.2540,0.4307,0.0468,0.1767,0.4102
DG,74,0.2072,0.2225,0.3109,0.0154,0.0883,0.2842
RPRX,31,0.2071,0.2230,0.3121,0.0159,0.0890,0.2853
NYT,74,0.2070,0.2169,0.2659,0.0099,0.0490,0.1842
PI,74,0.2069,0.2324,0.3263,0.0254,0.0939,0.2878
UTL,74,0.2068,0.2530,0.4143,0.0462,0.1612,0.3892
ADEA,74,0.2068,0.2181,0.2957,0.0113,0.0776,0.2625
XPEL,43,0.2067,0.2365,0.2891,0.0298,0.0526,0.1820
SCHL,74,0.2067,0.2455,0.3043,0.0388,0.0588,0.1933
NTGR,74,0.2066,0.2157,0.2669,0.0091,0.0512,0.1917
DORM,74,0.2066,0.2255,0.2518,0.0189,0.0263,0.1044
APPN,68,0.2064,0.2663,0.3320,0.0599,0.0657,0.1979
HZO,74,0.2062,0.2195,0.2804,0.0133,0.0608,0.2170
GCO,74,0.2061,0.2562,0.3383,0.0501,0.0821,0.2428
ZUMZ,74,0.2060,0.2524,0.3171,0.0464,0.0647,0.2040
GBAB,74,0.2060,0.2140,0.2483,0.0079,0.0344,0.1384
KRUS,42,0.2059,0.2395,0.3158,0.0336,0.0763,0.2416
MYE,74,0.2059,0.2498,0.3014,0.0439,0.0516,0.1712
CLFD,74,0.2059,0.2204,0.2596,0.0146,0.0392,0.1510
HRB,74,0.2058,0.2352,0.2738,0.0295,0.0386,0.1409
NEO,74,0.2057,0.2399,0.3083,0.0342,0.0684,0.2219
RJET,53,0.2053,0.2477,0.3158,0.0423,0.0681,0.2157
MBI,74,0.2053,0.2437,0.2702,0.0384,0.0265,0.0980
ATEN,74,0.2053,0.2206,0.2683,0.0153,0.0477,0.1779
ELF,74,0.2053,0.2149,0.2599,0.0096,0.0450,0.1731
JOUT,74,0.2052,0.2250,0.2712,0.0198,0.0462,0.1704
AMSF,74,0.2049,0.2469,0.2921,0.0420,0.0451,0.1546
GIC,74,0.2047,0.2182,0.2538,0.0135,0.0356,0.1401
SN,2,0.2047,0.2060,0.2641,0.0013,0.0581,0.2200
FSLR,74,0.2047,0.2304,0.3151,0.0257,0.0847,0.2688
HCKT,74,0.2043,0.2241,0.2677,0.0198,0.0436,0.1630
MASS,25,0.2040,0.2579,0.3646,0.0539,0.1067,0.2926
REGN,74,0.2039,0.2236,0.4427,0.0197,0.2191,0.4949
CSWC,74,0.2037,0.2127,0.2653,0.0090,0.0525,0.1981
VKQ,74,0.2035,0.2155,0.2511,0.0120,0.0355,0.1415
WMG,31,0.2033,0.2272,0.2841,0.0239,0.0569,0.2004
LAND,74,0.2032,0.2266,0.2980,0.0235,0.0714,0.2395
CBL,14,0.2031,0.2237,0.2908,0.0206,0.0670,0.2306
VKI,74,0.2031,0.2125,0.2416,0.0094,0.0291,0.1205
FITBI,74,0.2030,0.2084,0.2464,0.0053,0.0380,0.1543
LFST,19,0.2029,0.2146,0.2902,0.0118,0.0755,0.2603
WINA,74,0.2025,0.2148,0.2487,0.0123,0.0339,0.1364
LPG,74,0.2024,0.2285,0.2919,0.0261,0.0633,0.2170
IVR,74,0.2019,0.2293,0.2867,0.0274,0.0574,0.2002
CRAI,74,0.2018,0.2243,0.2673,0.0226,0.0430,0.1609
SWX,74,0.2017,0.2529,0.3911,0.0513,0.1382,0.3533
NPK,74,0.2017,0.2379,0.2970,0.0362,0.0591,0.1989
ALX,74,0.2014,0.2374,0.3146,0.0361,0.0772,0.2453
TCBX,14,0.2011,0.2191,0.2591,0.0180,0.0400,0.1544
RGNX,74,0.2011,0.2196,0.3847,0.0185,0.1651,0.4291
CWBC,74,0.2006,0.2358,0.2817,0.0352,0.0459,0.1629
PACB,74,0.2006,0.2434,0.3308,0.0428,0.0874,0.2641
ORC,74,0.2005,0.2265,0.2821,0.0260,0.0556,0.1970
AESI,2,0.2003,0.2379,0.3111,0.0377,0.0732,0.2352
CNXN,74,0.2002,0.2079,0.2357,0.0077,0.0278,0.1179
INCY,74,0.2001,0.2235,0.3838,0.0235,0.1602,0.4175
BBDC,74,0.2000,0.2171,0.2519,0.0171,0.0348,0.1383
FULTP,27,0.2000,0.2074,0.2536,0.0074,0.0463,0.1825
ARLO,53,0.1998,0.2179,0.2490,0.0181,0.0311,0.1250
WBD,74,0.1996,0.2316,0.2995,0.0320,0.0679,0.2268
TRUP,74,0.1993,0.2267,0.2751,0.0274,0.0484,0.1759
MOH,74,0.1990,0.2206,0.3205,0.0216,0.0999,0.3117
NWPX,74,0.1987,0.2323,0.2655,0.0335,0.0332,0.1250
ICUI,74,0.1986,0.2137,0.2681,0.0151,0.0544,0.2028
CCSI,16,0.1985,0.2204,0.2596,0.0218,0.0392,0.1510
BKE,74,0.1984,0.2327,0.2937,0.0343,0.0610,0.2076
NAN,74,0.1984,0.2055,0.2377,0.0072,0.0322,0.1354
CTO,74,0.1983,0.2223,0.2846,0.0240,0.0623,0.2188
FSBC,20,0.1981,0.2218,0.2788,0.0238,0.0570,0.2044
AIP,15,0.1979,0.2193,0.2946,0.0214,0.0753,0.2555
FRBA,74,0.1979,0.2226,0.2653,0.0247,0.0427,0.1610
DUOL,18,0.1975,0.2381,0.3445,0.0405,0.1065,0.3090
EBF,74,0.1975,0.2549,0.2961,0.0574,0.0412,0.1392
AFGC,36,0.1974,0.2074,0.2272,0.0100,0.0197,0.0869
CWAN,16,0.1974,0.2247,0.2897,0.0273,0.0650,0.2245
MTRX,74,0.1973,0.2334,0.2859,0.0360,0.0525,0.1838
AFGD,31,0.1970,0.2034,0.2438,0.0063,0.0404,0.1657
CXW,74,0.1966,0.2282,0.2946,0.0316,0.0664,0.2254
AIRS,15,0.1966,0.2016,0.2184,0.0050,0.0168,0.0771
ORRF,74,0.1963,0.2422,0.2861,0.0458,0.0440,0.1536
TNDM,74,0.1962,0.2454,0.3202,0.0492,0.0748,0.2335
UPST,25,0.1962,0.2328,0.2953,0.0367,0.0625,0.2116
PBI,74,0.1959,0.2166,0.2522,0.0207,0.0356,0.1410
SPHR,33,0.1958,0.2249,0.3212,0.0292,0.0962,0.2996
XPOF,18,0.1956,0.2014,0.2429,0.0058,0.0415,0.1710
KMB,74,0.1955,0.2411,0.4647,0.0456,0.2235,0.4811
JJSF,74,0.1955,0.2352,0.3159,0.0397,0.0806,0.2553
FSTR,74,0.1953,0.2213,0.2704,0.0261,0.0490,0.1813
JBI,37,0.1952,0.2240,0.2683,0.0288,0.0442,0.1649
SLVM,16,0.1951,0.2044,0.2732,0.0093,0.0688,0.2518
MKTX,74,0.1951,0.2368,0.2963,0.0417,0.0595,0.2008
RCKT,74,0.1950,0.2103,0.3438,0.0152,0.1336,0.3885
NVEC,74,0.1950,0.2072,0.2843,0.0122,0.0771,0.2713
GKOS,74,0.1950,0.2149,0.2773,0.0199,0.0624,0.2251
COCO,15,0.1949,0.2016,0.2463,0.0067,0.0447,0.1814
MQY,74,0.1949,0.2079,0.2473,0.0130,0.0395,0.1595
LNTH,74,0.1948,0.2135,0.2799,0.0187,0.0664,0.2372
KTF,74,0.1948,0.2047,0.2325,0.0099,0.0278,0.1196
WRLD,74,0.1945,0.2143,0.2602,0.0199,0.0458,0.1762
KGS,2,0.1943,0.2135,0.2587,0.0192,0.0452,0.1747
YUMC,74,0.1941,0.2066,0.3472,0.0126,0.1406,0.4050
MO,74,0.1940,0.2464,0.3648,0.0524,0.1184,0.3246
NRC,74,0.1940,0.2123,0.2538,0.0183,0.0415,0.1635
PKOH,74,0.1940,0.2319,0.2783,0.0379,0.0464,0.1667
PLPC,74,0.1940,0.2092,0.2597,0.0152,0.0506,0.1946
BFLY,30,0.1938,0.2558,0.3663,0.0621,0.1105,0.3015
VERX,30,0.1936,0.2414,0.2924,0.0478,0.0510,0.1743
NUS,74,0.1936,0.2053,0.2435,0.0117,0.0382,0.1568
CDNA,74,0.1936,0.2361,0.3275,0.0426,0.0914,0.2791
BELFB,74,0.1934,0.2081,0.2614,0.0147,0.0532,0.2036
CCO,74,0.1931,0.2125,0.2640,0.0194,0.0515,0.1952
EBS,74,0.1926,0.2041,0.2789,0.0115,0.0748,0.2681
HCC,69,0.1924,0.2247,0.2941,0.0323,0.0694,0.2360
EXEL,74,0.1924,0.2069,0.3468,0.0146,0.1399,0.4034
PAYO,27,0.1922,0.2361,0.3140,0.0438,0.0780,0.2483
DGICA,74,0.1922,0.2187,0.2619,0.0265,0.0432,0.1651
VZ,74,0.1920,0.2632,0.3753,0.0712,0.1121,0.2986
HYLN,37,0.1920,0.2536,0.3554,0.0616,0.1019,0.2866
CECO,74,0.1918,0.2249,0.2674,0.0331,0.0425,0.1589
ANF,74,0.1916,0.2247,0.2727,0.0330,0.0480,0.1761
STRO,52,0.1916,0.2082,0.2917,0.0167,0.0835,0.2862
LUMN,74,0.1912,0.2228,0.2669,0.0316,0.0441,0.1654
SLP,74,0.1912,0.2179,0.2759,0.0267,0.0580,0.2103
BYND,44,0.1909,0.2335,0.3045,0.0427,0.0709,0.2329
DMRC,74,0.1907,0.2203,0.2810,0.0296,0.0607,0.2159
PKBK,74,0.1907,0.2189,0.2542,0.0282,0.0353,0.1390
NGS,74,0.1906,0.2177,0.2710,0.0272,0.0533,0.1965
OUST,27,0.1905,0.2519,0.3337,0.0614,0.0819,0.2453
EVH,74,0.1905,0.2026,0.2618,0.0120,0.0592,0.2262
CNK,74,0.1905,0.2193,0.3053,0.0288,0.0860,0.2818
MZTI,74,0.1904,0.2191,0.3099,0.0287,0.0908,0.2930
USLM,74,0.1900,0.2041,0.2208,0.0141,0.0167,0.0757
INSM,74,0.1900,0.2041,0.3517,0.0141,0.1476,0.4197
PL,21,0.1900,0.2241,0.3158,0.0342,0.0917,0.2903
MD,74,0.1900,0.2124,0.2648,0.0225,0.0524,0.1978
PRVA,21,0.1898,0.2191,0.3127,0.0293,0.0937,0.2996
EIG,74,0.1896,0.2547,0.3016,0.0651,0.0469,0.1556
MHD,74,0.1894,0.1978,0.2176,0.0084,0.0198,0.0909
AGNCP,35,0.1892,0.1992,0.2389,0.0100,0.0397,0.1661
UAN,74,0.1889,0.2023,0.2562,0.0134,0.0539,0.2104
ANDE,74,0.1888,0.2356,0.2759,0.0468,0.0403,0.1460
SAR,74,0.1888,0.2007,0.2270,0.0119,0.0263,0.1160
HVT,74,0.1887,0.2123,0.2616,0.0236,0.0493,0.1883
IRTC,74,0.1887,0.2111,0.2754,0.0225,0.0643,0.2335
LMAT,74,0.1879,0.1961,0.2367,0.0082,0.0406,0.1716
PCRX,74,0.1879,0.1940,0.2592,0.0062,0.0651,0.2514
AXTI,74,0.1878,0.2189,0.3233,0.0311,0.1045,0.3230
LLYVK,2,0.1878,0.2058,0.2768,0.0180,0.0710,0.2564
PNTG,40,0.1876,0.2116,0.2689,0.0240,0.0573,0.2131
BSVN,52,0.1876,0.2132,0.2633,0.0256,0.0501,0.1904
DVA,74,0.1875,0.2005,0.2391,0.0129,0.0386,0.1615
OSCR,22,0.1874,0.2085,0.2791,0.0212,0.0706,0.2528
HURN,74,0.1870,0.2208,0.2615,0.0338,0.0407,0.1556
BXC,74,0.1869,0.2065,0.2519,0.0196,0.0454,0.1802
INDI,39,0.1867,0.2277,0.3197,0.0410,0.0919,0.2875
AVA,74,0.1867,0.2365,0.3620,0.0498,0.1255,0.3466
BTU,69,0.1867,0.2078,0.2748,0.0211,0.0670,0.2440
SBGI,74,0.1866,0.2149,0.2878,0.0284,0.0729,0.2533
PRAA,74,0.1863,0.2181,0.2734,0.0318,0.0553,0.2023
CVLG,74,0.1863,0.2051,0.2565,0.0188,0.0514,0.2003
MGTX,55,0.1861,0.2081,0.3226,0.0221,0.1145,0.3549
WLKP,74,0.1861,0.2102,0.2368,0.0241,0.0266,0.1123
VREX,72,0.1861,0.1985,0.2425,0.0124,0.0440,0.1814
PRGO,74,0.1860,0.2113,0.2744,0.0253,0.0631,0.2300
PPC,74,0.1859,0.2171,0.2581,0.0312,0.0410,0.1589
RIOT,74,0.1859,0.2136,0.2788,0.0277,0.0652,0.2338
HCSG,74,0.1858,0.1990,0.2304,0.0132,0.0314,0.1363
ARLP,74,0.1857,0.2035,0.2698,0.0178,0.0663,0.2458
TGTX,74,0.1856,0.2095,0.3066,0.0239,0.0970,0.3165
FPH,68,0.1852,0.2065,0.2558,0.0214,0.0492,0.1925
AGYS,74,0.1850,0.2075,0.2725,0.0226,0.0650,0.2385
EVN,74,0.1850,0.1931,0.2306,0.0082,0.0375,0.1626
PBH,74,0.1848,0.2148,0.2626,0.0301,0.0477,0.1818
PMO,74,0.1847,0.1954,0.2222,0.0106,0.0269,0.1209
DNUT,18,0.1845,0.1913,0.2322,0.0068,0.0409,0.1762
PPT,74,0.1843,0.1900,0.2181,0.0057,0.0281,0.1289
TSBK,74,0.1842,0.2169,0.2465,0.0327,0.0295,0.1199
STRA,74,0.1841,0.1870,0.2342,0.0029,0.0473,0.2017
OPCH,74,0.1839,0.1971,0.2591,0.0132,0.0620,0.2392
WDFC,74,0.1837,0.1876,0.2422,0.0039,0.0546,0.2256
RCKY,74,0.1836,0.2038,0.2320,0.0202,0.0282,0.1216
LEGH,49,0.1836,0.1988,0.2440,0.0153,0.0452,0.1851
WEAV,14,0.1834,0.2000,0.2377,0.0166,0.0378,0.1588
LLYVA,2,0.1834,0.2027,0.2719,0.0193,0.0692,0.2545
MSB,74,0.1833,0.1969,0.2559,0.0136,0.0590,0.2307
CAL,74,0.1832,0.2214,0.3155,0.0382,0.0942,0.2984
SMBC,74,0.1831,0.2261,0.2661,0.0430,0.0399,0.1501
GLP,74,0.1831,0.1918,0.2307,0.0087,0.0389,0.1687
RWAY,15,0.1828,0.1994,0.2381,0.0165,0.0387,0.1625
KDP,74,0.1827,0.1988,0.2842,0.0160,0.0854,0.3005
FIP,6,0.1826,0.1907,0.2405,0.0081,0.0498,0.2071
UFPT,74,0.1825,0.1997,0.2494,0.0173,0.0497,0.1991
JOBY,26,0.1823,0.2152,0.2974,0.0329,0.0822,0.2763
ACMR,62,0.1823,0.2254,0.3659,0.0431,0.1406,0.3841
AVAV,74,0.1823,0.1946,0.2978,0.0123,0.1031,0.3464
PTCT,74,0.1822,0.2062,0.3417,0.0240,0.1355,0.3966
BAND,62,0.1822,0.2505,0.3050,0.0683,0.0545,0.1786
ENTA,74,0.1821,0.1948,0.3132,0.0128,0.1184,0.3779
MITK,74,0.1820,0.1997,0.2421,0.0176,0.0424,0.1751
ACEL,65,0.1820,0.1963,0.2304,0.0143,0.0341,0.1480
OLLI,74,0.1820,0.1914,0.2320,0.0094,0.0406,0.1750
AVPT,38,0.1819,0.2335,0.3035,0.0515,0.0701,0.2309
KHC,74,0.1817,0.2240,0.3612,0.0423,0.1372,0.3797
GLUE,19,0.1817,0.1959,0.3303,0.0142,0.1344,0.4069
OXLC,74,0.1817,0.1883,0.2242,0.0066,0.0359,0.1602
ZNTL,33,0.1816,0.2228,0.3445,0.0413,0.1217,0.3532
SNAP,70,0.1814,0.2175,0.2703,0.0361,0.0528,0.1952
UFCS,74,0.1812,0.2355,0.2742,0.0543,0.0386,0.1410
MG,74,0.1810,0.2072,0.2516,0.0262,0.0443,0.1762
SMC,74,0.1810,0.1902,0.2264,0.0091,0.0363,0.1602
ADTN,74,0.1809,0.1884,0.2392,0.0075,0.0508,0.2125
BLFS,74,0.1807,0.2152,0.2748,0.0345,0.0597,0.2171
ACHR,25,0.1806,0.2070,0.2834,0.0263,0.0765,0.2698
BRT,74,0.1806,0.2060,0.2545,0.0254,0.0485,0.1905
SHEN,74,0.1804,0.2020,0.2387,0.0216,0.0366,0.1536
STOK,43,0.1803,0.2119,0.3230,0.0316,0.1111,0.3440
KRYS,64,0.1803,0.2017,0.2877,0.0213,0.0861,0.2992
BLZE,14,0.1802,0.2091,0.2808,0.0288,0.0718,0.2555
NIO,52,0.1802,0.2449,0.4341,0.0647,0.1892,0.4359
